MF_GO_IDs,MF_GO_Names
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
GO:0003676,nucleic acid binding
